id,districtid,regionid,udise,collegename,stream,status,medium,subject,choicecode,ReservationDetails,SC,ST,VJA,NTB,NTC,NTD,OBC,SBC,SEBC,EWS,General,round_id
1242,Nagpur,Amravati,272080911,Tilak Andheri College of Arts & Science,Arts,G,Semi-English,Commerce,81290,Reserved,79.42999999999999,78.7,,81.94,74.92999999999999,82.1,72.3,,73.12,72.64999999999999,80.27,3
1243,Nashik,Amravati,272082847,K.C. Kalwa College of Commerce,Arts,A,English,General,38673,Open,63.230000000000004,56.71,,58.24,,60.45,57.52,,56.43000000000001,56.99,62.900000000000006,2
1244,Mumbai,Aurangabad,272064264,Tilak Dadar Vidyalaya,Arts,A,English,Arts,13310,Reserved,74.75,73.99000000000001,75.47,69.75,,72.96000000000001,75.88000000000001,75.82000000000001,74.25,77.17,77.08,2
1245,Nagpur,Aurangabad,272076903,S.M. Thane College of Arts & Science,Arts,A,English,General,58792,Reserved,81.06,75.77,79.2,80.1,77.46,83.33,81.54,80.82,82.82,77.4,84.99,3
1246,Pune,Aurangabad,272043197,K.C. Thane Institute,Commerce,G,Marathi,Science,57638,Reserved,89.7,87.32000000000001,,90.04,87.46000000000001,92.18,87.82000000000001,93.24000000000001,91.27000000000001,92.69000000000001,93.36,2
1247,Nashik,Pune,272041847,Rajmata Airoli College of Commerce,Science,U,English,Commerce,74804,Reserved,66.25,63.56,73.12,,65.71000000000001,68.16000000000001,71.07000000000001,,71.85000000000001,67.86,70.32000000000001,1
1248,Mumbai,Nashik,272011827,Dr. Andheri Junior College,Science,A,English,Science,37193,Reserved,94.57000000000001,90.82000000000001,92.11,,,96.7,90.54,98.57000000000001,89.42,91.09,95.37,2
1249,Nagpur,Pune,272029853,Chhatrapati Kalwa Vidyalaya,Arts,A,English,Science,70131,Reserved,58.99,63.870000000000005,,,58.24,61.300000000000004,61.92,66.77,63.83,65.55,66.49,2
1250,Pune,Konkan,272025289,Chhatrapati Borivali Vidyalaya,Commerce,A,Semi-English,Commerce,22903,Open,66.87,59.97,,69.58,65.82,62.769999999999996,62.769999999999996,66.59,63.88,64.67999999999999,67.4,3
1251,Nagpur,Amravati,272021584,Smt. Airoli College of Commerce,Arts,G,Marathi,Science,35637,Reserved,66.71,61.3,,60.949999999999996,68.37,65.66,65.25999999999999,58.82,66.14999999999999,63.169999999999995,66.35,1
1252,Pune,Amravati,272060335,Pt. Kalwa Junior College,Commerce,U,Marathi,General,81364,Open,65.59,64.92,,65.89,70.24000000000001,,68.29,61.52,66.33,62.400000000000006,67.3,2
1253,Mumbai,Amravati,272061456,K.C. Ghatkopar Junior College,Science,A,Semi-English,Science,78780,Reserved,58.879999999999995,59.879999999999995,60.65,,58.74,62.64,65.01,61.06,60.69,63.79,62.97,1
1254,Nagpur,Aurangabad,272068205,Pt. Bhandup College of Commerce,Science,G,Semi-English,Arts,72629,Reserved,87.71000000000001,86.43,85.30000000000001,,84.89,86.99000000000001,86.76,90.65,85.83000000000001,86.37,93.73,1
1255,Nagpur,Amravati,272038828,S.M. Bhandup College of Arts & Science,Commerce,A,English,General,47551,Reserved,61.760000000000005,63.16,,61.800000000000004,65.31,67.33,65.31,65.03,64.07000000000001,63.46,66.88000000000001,2
1256,Thane,Aurangabad,272027836,Chhatrapati Bhandup Vidyalaya,Commerce,U,Semi-English,General,16099,Reserved,64.55,62.03,,66.85000000000001,59.970000000000006,67.26,60.330000000000005,64.52000000000001,63.900000000000006,58.220000000000006,66.18,1
1257,Nashik,Konkan,272090775,K.C. Kalwa College of Arts & Science,Science,A,English,Science,31741,Open,58.7,55.76,58.37,58.11,65.27,63.42,58.22,61.64,59.42,65.45,64.44,2
1258,Nagpur,Pune,272010851,Dr. Thane Institute,Commerce,A,English,General,28322,Open,68.81,59.69,67.65,69.56,64.0,,68.81,,67.02,60.97,69.5,2
1259,Pune,Pune,272046908,Gokhale Dadar College of Commerce,Science,A,Semi-English,Science,38497,Open,59.54,53.23,58.849999999999994,57.94,58.72,,56.61,54.5,58.55,54.349999999999994,59.07,1
1260,Nashik,Pune,272098911,Chhatrapati Bhandup Junior College,Commerce,G,English,Arts,95888,Reserved,87.52000000000001,81.86,85.45,,,84.17,83.41000000000001,87.69000000000001,85.47,92.55000000000001,90.5,2
1261,Mumbai,Aurangabad,272053845,Gokhale Dadar College of Commerce,Science,A,English,Science,47839,Reserved,55.7,55.1,63.38,,62.28,57.07,65.11,,57.97,59.800000000000004,62.480000000000004,1
1262,Nashik,Nagpur,272069839,N.S. Dadar Junior College,Arts,A,English,Commerce,97453,Reserved,85.03999999999999,80.27,77.03999999999999,85.36,83.00999999999999,,78.82,,81.57,82.36,81.91,3
1263,Thane,Nagpur,272053788,Chhatrapati Andheri Junior College,Science,U,Marathi,Science,59909,Open,92.78,88.44000000000001,87.74000000000001,87.92,93.45,92.08000000000001,92.4,,90.86,87.17,92.12,1
1264,Mumbai,Nashik,272083737,Rajmata Ghatkopar Junior College,Commerce,A,English,General,19023,Open,63.940000000000005,64.11,,72.92,69.42,,67.36,63.85000000000001,70.57000000000001,67.35000000000001,70.36,1
1265,Nagpur,Nagpur,272082939,Tilak Mulund College of Arts & Science,Science,A,Marathi,Science,49574,Reserved,60.22,62.61999999999999,62.81999999999999,65.36,59.5,62.16,61.54,,58.62,61.23,63.8,2
1266,Mumbai,Nashik,272081176,Gokhale Bhandup College of Arts & Science,Science,U,Semi-English,Science,48944,Reserved,77.01,75.69,,,,73.88,77.64,77.25,71.55,75.54,78.12,3
1267,Mumbai,Konkan,272069132,N.S. Kalwa Junior College,Science,U,Marathi,Commerce,61246,Open,68.31,68.12,71.42,69.24000000000001,,,67.76,65.86,72.32000000000001,65.88000000000001,70.05000000000001,3
1268,Thane,Nashik,272052372,Tilak Pune Institute,Commerce,A,English,Commerce,59972,Open,74.03,63.349999999999994,66.04,,67.66,,67.71,69.23,66.03,72.65,73.83,1
1269,Pune,Konkan,272084133,Chhatrapati Ghatkopar Institute,Commerce,G,Semi-English,General,33056,Reserved,64.58,55.9,64.51,61.28,66.17,60.29,63.95,61.42,59.19,60.14,62.78,1
1270,Mumbai,Amravati,272034388,Smt. Thane Vidyalaya,Science,U,English,Arts,74780,Open,73.39,70.03,,74.62,75.76,74.94,78.14,78.91,78.73,78.2,79.16,2
1271,Pune,Pune,272021498,Gokhale Borivali College of Commerce,Commerce,G,English,Arts,65608,Open,87.16999999999999,80.57,87.97,83.02999999999999,,,83.27,87.44999999999999,82.94999999999999,90.91999999999999,88.08,3
1272,Nashik,Nagpur,272032412,Gokhale Thane College of Arts & Science,Arts,G,English,General,36842,Open,80.95,76.38000000000001,78.16000000000001,,,84.41000000000001,76.67,77.86000000000001,76.81,75.2,81.54,1
1273,Thane,Aurangabad,272087780,Dr. Kalwa Junior College,Arts,A,Marathi,General,38627,Reserved,73.14,69.25999999999999,71.02,,72.50999999999999,70.28,76.97999999999999,,72.53999999999999,67.44999999999999,72.94999999999999,2
1274,Nagpur,Konkan,272087803,R.D. Mulund Institute,Science,A,English,General,10111,Reserved,79.14999999999999,81.09,87.67999999999999,,86.55,,87.3,87.82,81.48,87.86,85.0,1
1275,Mumbai,Nagpur,272065508,Pt. Ghatkopar College of Arts & Science,Commerce,U,English,Arts,48909,Open,55.550000000000004,61.440000000000005,61.11,55.61,60.120000000000005,,63.5,64.11,56.59,55.010000000000005,63.650000000000006,1
1276,Pune,Aurangabad,272050853,Dr. Dadar College of Arts & Science,Science,A,English,Arts,99125,Reserved,89.57000000000001,87.60000000000001,86.78,90.71000000000001,85.41,86.36,86.02,92.55,89.36,91.95,92.87,2
1277,Mumbai,Aurangabad,272031952,Tilak Kalwa Junior College,Science,G,English,Arts,24476,Reserved,61.019999999999996,56.54,,64.31,55.489999999999995,,60.65,63.94,55.76,64.28999999999999,62.949999999999996,1
1278,Thane,Pune,272061805,Chhatrapati Bhandup Vidyalaya,Arts,A,Marathi,Commerce,19387,Reserved,59.46,61.89,63.300000000000004,65.48,58.64,67.09,60.120000000000005,,60.370000000000005,64.55,66.09,1
1279,Nagpur,Amravati,272016085,Chhatrapati Kalwa College of Commerce,Science,A,Semi-English,Science,69910,Open,72.11,73.85,72.42,73.57,79.25,,74.82,,72.69,72.78,76.92,1
1280,Nashik,Amravati,272040270,Elphinstone Mulund Junior College,Commerce,U,Marathi,Commerce,64538,Reserved,79.67999999999999,79.42,79.85,,,80.95,81.33999999999999,83.5,79.6,78.36999999999999,86.83,2
1281,Nashik,Nashik,272041492,Rajmata Andheri Institute,Commerce,A,English,Commerce,22682,Open,65.21,66.65,64.45,,71.13,72.01,68.55,,66.63,63.31,70.87,1
1282,Pune,Nagpur,272064929,Chhatrapati Andheri Junior College,Commerce,G,English,Commerce,99679,Reserved,74.25,74.04,76.82000000000001,73.5,,68.27000000000001,68.73,68.10000000000001,69.79,68.58000000000001,76.76,2
1283,Nashik,Amravati,272097954,Dr. Dadar College of Arts & Science,Commerce,A,Semi-English,Science,49084,Reserved,82.65,81.51,,,85.03,80.19,80.89,,77.11,81.66,84.51,3
1284,Pune,Pune,272033485,Pt. Bhandup Institute,Science,G,English,Arts,32821,Reserved,90.3,87.09,94.78,,,91.26,94.62,96.55,87.56,93.86,96.21000000000001,1
1285,Nagpur,Nagpur,272011110,Elphinstone Borivali Junior College,Science,G,Semi-English,Science,92078,Open,88.67,84.8,,,84.61999999999999,,89.13,83.74,89.75999999999999,82.72999999999999,87.35,2
1286,Mumbai,Aurangabad,272028542,Wilson Mulund College of Commerce,Commerce,U,English,Commerce,97941,Open,83.32,80.19999999999999,82.1,76.83999999999999,74.75999999999999,81.69,80.53999999999999,,81.24,82.24,81.5,3
1287,Thane,Konkan,272069975,S.M. Airoli College of Arts & Science,Science,A,Semi-English,Science,23404,Reserved,94.15,85.38000000000001,,89.69000000000001,94.13000000000001,89.14,92.62,86.44000000000001,93.75,87.98,91.22000000000001,1
1288,Nagpur,Konkan,272058502,Gokhale Borivali College of Arts & Science,Science,A,English,Arts,59098,Reserved,61.8,65.66,71.21,62.9,,70.5,65.3,,63.4,67.53,71.72,1
1289,Nagpur,Amravati,272056363,Pt. Dadar Institute,Science,A,English,Commerce,34322,Reserved,60.73,61.22,65.57,63.69,60.14,,56.55,61.64,65.41,65.85,61.989999999999995,1
1290,Nashik,Nashik,272078244,Shree Andheri Junior College,Science,A,Marathi,Commerce,48734,Open,59.95,60.69,,66.96,62.34,,64.25,61.49,65.68,69.71000000000001,66.56,2
1291,Nashik,Konkan,272034449,Wilson Airoli College of Commerce,Science,G,Marathi,General,77024,Open,80.77000000000001,78.07000000000001,75.44000000000001,77.61000000000001,,76.89,75.81,78.48,81.05000000000001,78.97000000000001,80.51,2
1292,Thane,Nashik,272020189,R.D. Mulund Vidyalaya,Science,G,English,Arts,39722,Reserved,70.39,65.23,,,63.59,62.95,62.5,69.65,62.03,67.5,66.74000000000001,1
1293,Mumbai,Konkan,272043532,Elphinstone Airoli College of Commerce,Commerce,G,Marathi,Commerce,24771,Open,64.08,53.89,61.18,55.84,60.400000000000006,,62.28,64.28,61.46,58.580000000000005,61.24,3
1294,Nagpur,Nashik,272070547,Gokhale Thane Vidyalaya,Commerce,U,Marathi,Commerce,88769,Reserved,75.99,78.06,72.47,72.66,72.99,78.11,77.88,,80.03999999999999,71.33,79.87,2
1295,Nashik,Nashik,272070734,Wilson Andheri Junior College,Arts,U,English,Arts,62007,Open,79.95,79.54,77.36,75.29,81.05,,74.1,74.14,82.53999999999999,83.25,83.24,1
1296,Nagpur,Aurangabad,272013232,Pt. Bhandup College of Commerce,Science,A,English,Commerce,79712,Reserved,75.65,75.17,73.51,76.18,,71.98,72.15,69.68,76.60000000000001,72.17,77.75,3
1297,Mumbai,Pune,272088097,S.M. Andheri Vidyalaya,Science,G,English,General,65246,Reserved,87.01,84.25,79.60000000000001,,82.67,,83.06,,86.11,82.7,86.56,1
1298,Pune,Konkan,272026525,Pt. Andheri Institute,Science,G,English,Science,37159,Reserved,85.38,85.23,86.18,,,83.73,86.58,84.25,83.2,89.09,87.72,2
1299,Mumbai,Nagpur,272010143,N.S. Mulund Vidyalaya,Commerce,U,Marathi,General,64481,Reserved,89.46,85.9,,88.19,91.2,88.06,88.56,82.21000000000001,89.48,87.68,86.71,1
1300,Nagpur,Amravati,272068316,Elphinstone Thane College of Commerce,Commerce,U,English,Science,44331,Reserved,79.16,80.02,84.08,,84.41999999999999,,81.47999999999999,79.75,79.03,84.14,80.25,2
1301,Nagpur,Pune,272025012,Smt. Dadar Vidyalaya,Science,G,English,General,72809,Open,61.75,64.12,62.330000000000005,,,,60.88,,58.650000000000006,66.09,65.34,1
1302,Thane,Aurangabad,272021905,Smt. Mulund College of Arts & Science,Arts,U,English,Science,13566,Open,72.56,68.81,73.69,74.94999999999999,,,66.19,,67.55,72.83,75.14999999999999,2
1303,Nagpur,Aurangabad,272055121,K.C. Borivali Junior College,Science,A,Marathi,General,42801,Open,89.45,88.7,86.17,87.59,86.64999999999999,93.56,93.89999999999999,88.2,92.95,88.83,94.89999999999999,1
1304,Nashik,Aurangabad,272031247,Pt. Borivali College of Commerce,Commerce,G,English,Commerce,60895,Reserved,87.74,86.58,,,88.55,,80.85,86.0,82.23,84.34,88.07,2
1305,Thane,Amravati,272039576,Shree Pune Institute,Commerce,G,English,Science,51050,Open,67.35,66.11,71.38,,71.3,65.0,67.67999999999999,65.95,67.0,65.14,73.8,1
1306,Nagpur,Konkan,272082185,Pt. Kalwa College of Commerce,Arts,U,English,Arts,59428,Open,80.10000000000001,70.93,80.28,,71.46000000000001,77.17,79.07000000000001,70.84,73.95,73.05000000000001,79.99000000000001,1
1307,Mumbai,Konkan,272010802,Vivekanand Dadar College of Commerce,Commerce,A,Semi-English,Arts,80601,Reserved,65.28,55.589999999999996,62.65,,61.099999999999994,63.699999999999996,62.23,60.379999999999995,64.32,63.849999999999994,67.13,1
1308,Nagpur,Nashik,272033715,Elphinstone Borivali Junior College,Arts,U,English,General,84105,Reserved,87.62,76.54,80.08,86.25,86.14,83.94,83.77,84.71,87.96,81.68,86.73,1
1309,Mumbai,Nashik,272034778,R.D. Pune Institute,Science,G,Marathi,General,60790,Reserved,74.6,72.17999999999999,80.36999999999999,71.41,74.7,79.69,77.5,,80.03999999999999,73.64,77.89999999999999,2
1310,Mumbai,Nagpur,272066550,Pt. Thane Institute,Arts,A,English,General,87746,Reserved,75.44,69.47,74.97,77.32,,73.13,74.72,78.31,75.35,72.74,77.17,3
1311,Nagpur,Nashik,272032052,Pt. Airoli Junior College,Science,G,English,Science,76914,Open,96.46000000000001,88.88000000000001,89.07000000000001,93.62,88.93,,97.56,,97.38000000000001,89.67,97.43,3
1312,Mumbai,Amravati,272022972,Gokhale Dadar College of Commerce,Arts,G,Marathi,Commerce,73312,Reserved,74.47,69.07000000000001,77.36,75.24000000000001,71.58,76.22,73.0,73.7,75.16,69.33,75.27,3
1313,Pune,Pune,272094808,Chhatrapati Dadar College of Arts & Science,Commerce,G,English,Arts,12863,Reserved,80.65,73.89,,81.96,,,74.23,,83.11,81.68,80.36,1
1314,Thane,Konkan,272089691,Gokhale Andheri College of Arts & Science,Arts,U,Semi-English,General,38370,Reserved,78.3,81.7,,,85.42999999999999,76.92999999999999,80.61,75.85,75.97999999999999,80.11,82.77,1
1315,Nagpur,Nashik,272096540,R.D. Dadar College of Commerce,Commerce,A,Semi-English,Science,59467,Reserved,83.33,81.36,84.82000000000001,,89.19,86.03,85.13000000000001,86.16000000000001,83.63000000000001,81.86,91.12,2
1316,Pune,Amravati,272032402,Tilak Ghatkopar Junior College,Commerce,G,Marathi,Science,82247,Open,84.99,81.86999999999999,,,78.42,77.0,78.5,81.17999999999999,76.97999999999999,85.17999999999999,83.83999999999999,3
1317,Mumbai,Amravati,272018850,Vivekanand Mulund Institute,Commerce,A,Marathi,Arts,83234,Reserved,64.12,64.78,64.51,,61.1,,61.18,62.66,60.89,61.62,66.42,2
1318,Mumbai,Nagpur,272056212,Chhatrapati Kalwa Vidyalaya,Commerce,U,English,Arts,40320,Open,89.17,83.82,,,95.66,89.17999999999999,92.57,,91.83,91.73,94.11,1
1319,Thane,Nashik,272078738,R.D. Ghatkopar College of Arts & Science,Science,G,English,Commerce,10391,Reserved,70.03999999999999,67.62,74.47,68.24,,77.5,76.03,75.0,75.17,68.09,73.58,1
1320,Pune,Nagpur,272026317,Shree Pune Vidyalaya,Science,U,Semi-English,Arts,13710,Open,67.83999999999999,66.91,,,65.64,68.21,62.349999999999994,60.919999999999995,66.82,67.92999999999999,68.69999999999999,1
1321,Pune,Aurangabad,272078452,Pt. Thane College of Arts & Science,Science,U,Marathi,Commerce,46477,Reserved,60.63,61.43,,62.870000000000005,61.56,,61.02,,65.01,63.760000000000005,65.39,1
1322,Nagpur,Aurangabad,272085084,S.M. Ghatkopar College of Commerce,Science,A,Marathi,Commerce,80947,Reserved,67.35,68.38,67.37,69.84,73.22,75.58,75.3,,69.71,68.9,74.03,2
1323,Mumbai,Aurangabad,272074072,Shree Bhandup Vidyalaya,Arts,A,English,Science,38821,Reserved,68.35,67.55,70.17,74.7,71.64999999999999,65.62,70.17999999999999,67.25,67.94,68.01,71.34,1
1324,Nashik,Nashik,272010560,Gokhale Airoli Vidyalaya,Science,A,English,Science,73756,Reserved,56.96,56.31,59.75,,62.86,,57.089999999999996,64.35,58.69,64.53999999999999,64.52,3
1325,Nagpur,Amravati,272099967,Gokhale Dadar College of Commerce,Arts,G,Semi-English,Commerce,99510,Reserved,86.64,88.79,,,,,92.72,92.37,90.13000000000001,89.74000000000001,90.31,3
1326,Nagpur,Amravati,272057977,N.S. Dadar Institute,Science,A,English,General,89082,Reserved,66.0,64.34,62.830000000000005,66.13000000000001,69.27000000000001,68.04,60.730000000000004,64.18,66.85000000000001,67.97000000000001,68.86000000000001,3
1327,Nagpur,Konkan,272084126,Elphinstone Thane College of Commerce,Science,G,English,Commerce,93977,Reserved,55.47,59.44,54.72,59.5,61.38,60.34,55.45,,56.160000000000004,59.65,59.67,3
1328,Thane,Aurangabad,272022381,N.S. Dadar Vidyalaya,Arts,U,English,Arts,39863,Open,86.95,85.96000000000001,89.75,88.61,80.14,81.67,84.68,86.84,85.72,89.28,86.16,1
1329,Thane,Nashik,272066850,Shree Dadar College of Commerce,Commerce,U,Semi-English,Commerce,62633,Open,62.9,60.69,65.14,64.92999999999999,64.2,,70.97999999999999,,64.11999999999999,62.669999999999995,71.59,3
1330,Nagpur,Konkan,272023948,K.C. Ghatkopar Vidyalaya,Commerce,G,English,Commerce,39755,Reserved,78.23,72.99,78.45,,70.94,,75.45,,72.72,73.06,77.69,1
1331,Nashik,Amravati,272024688,Smt. Andheri Junior College,Commerce,A,Semi-English,Commerce,20322,Open,68.44999999999999,62.5,,68.67999999999999,63.03999999999999,64.00999999999999,59.3,66.96,62.699999999999996,68.33999999999999,67.25999999999999,3
1332,Pune,Konkan,272075946,K.C. Kalwa College of Commerce,Commerce,A,English,General,55156,Open,52.65,53.059999999999995,53.26,,59.43,,59.62,54.17,58.25,54.11,57.04,1
1333,Pune,Aurangabad,272067216,Vivekanand Kalwa Vidyalaya,Science,U,Semi-English,General,85583,Open,76.46,69.53,,76.74,,78.63,77.36999999999999,74.22,72.91,75.83999999999999,79.57,2
1334,Mumbai,Pune,272037713,Rajmata Mulund Junior College,Arts,A,Marathi,Commerce,33740,Reserved,68.43,69.99000000000001,72.83,71.06,73.42,72.49000000000001,68.88000000000001,63.46,70.17,71.99000000000001,69.75,1
1335,Pune,Aurangabad,272080193,R.D. Kalwa College of Arts & Science,Arts,A,English,Arts,29001,Reserved,71.48,67.46,,73.78999999999999,69.07,72.06,71.38,74.42999999999999,76.36,69.53999999999999,77.3,1
1336,Pune,Aurangabad,272058683,S.M. Andheri College of Commerce,Commerce,G,Marathi,Science,87838,Reserved,74.03,75.16,76.56,76.92,,,69.1,70.16,74.55,71.7,77.00999999999999,3
1337,Nashik,Nashik,272053557,S.M. Ghatkopar Vidyalaya,Science,A,English,Arts,24891,Reserved,74.47,64.72,71.45,65.56,,,72.10000000000001,64.83,74.43,71.96000000000001,71.38000000000001,3
1338,Pune,Pune,272082120,R.D. Borivali Junior College,Commerce,G,English,Science,96680,Open,77.97,69.82000000000001,,70.08000000000001,,,73.45,75.41000000000001,73.2,78.69000000000001,75.5,2
1339,Nashik,Nagpur,272082168,Dr. Dadar College of Arts & Science,Science,G,Semi-English,Arts,94390,Reserved,65.21000000000001,67.01,62.690000000000005,67.10000000000001,64.41,64.57000000000001,64.5,63.410000000000004,67.24,65.21000000000001,70.78,2
1340,Thane,Pune,272020689,Shree Andheri Junior College,Science,A,English,General,31976,Open,55.010000000000005,54.06,53.29,,57.230000000000004,,53.86,58.34,54.18,54.22,60.190000000000005,2
1341,Nashik,Pune,272087141,Gokhale Pune College of Commerce,Science,A,English,Arts,73249,Reserved,71.22,66.57000000000001,,73.49,71.60000000000001,73.04,77.64,71.57000000000001,74.54,68.44,72.74,1
1342,Thane,Amravati,272051018,Pt. Andheri College of Commerce,Commerce,U,English,Commerce,17556,Reserved,66.67,66.64,61.85,62.7,63.080000000000005,68.67,64.66000000000001,70.03,65.46000000000001,67.10000000000001,68.49000000000001,3
1343,Nashik,Konkan,272084576,Gokhale Andheri Vidyalaya,Arts,A,English,Science,60240,Reserved,62.47,52.79,62.05,61.64,57.589999999999996,,56.74,53.79,57.96,56.74,58.97,2
1344,Nagpur,Amravati,272070784,N.S. Kalwa Junior College,Commerce,A,Semi-English,Arts,53231,Open,89.41,87.94,,89.26,94.41,86.69,89.87,94.45,94.78,94.92,92.36,2
1345,Thane,Nagpur,272071662,Elphinstone Pune Vidyalaya,Commerce,U,English,Arts,88421,Reserved,62.08,62.03,,,70.55,62.85,66.74,63.15,65.1,66.2,71.31,3
1346,Thane,Pune,272031951,Chhatrapati Thane College of Arts & Science,Commerce,U,Semi-English,Arts,39236,Open,70.72,70.55,78.75,,,71.47,76.58999999999999,,73.32,72.27,76.78999999999999,2
1347,Pune,Nashik,272022346,Pt. Dadar Junior College,Science,A,Semi-English,General,46721,Reserved,74.24000000000001,70.16000000000001,81.73,81.21000000000001,,72.64,77.19,78.37,78.41000000000001,75.96000000000001,78.09,2
1348,Thane,Nagpur,272060032,Tilak Thane Vidyalaya,Science,A,English,General,18442,Open,61.96,58.800000000000004,53.96,56.82,,57.63,55.09,61.1,55.59,53.72,58.160000000000004,3
